glucose_uptake,oxygen_uptake,ammonia_uptake,phosphate_uptake,Biomass_Ecoli_core_flux
7.11,8.33,1.52,3.11,0.27875586854460094
5.1,3.51,1.69,2.51,0.18876325593218374
4.15,8.01,1.27,0.13,0.035338570690732686
9.71,23.59,3.92,5.97,0.7188967136150238
6.77,1.81,1.03,5.51,0.1784348571551992
6.34,21.1,7.2,2.74,0.5384285352355476
0.58,4.79,0.63,1.21,0.009347700465685472
4.16,3.04,1.42,2.73,0.1430935559425666
3.47,11.74,3.49,3.9,0.27535071313899556
9.38,2.79,0.88,5.13,0.16138497652582107
5.11,19.18,1.8,4.99,0.33010563380281693
9.25,15.92,0.94,5.38,0.17238849765258218
7.95,18.8,0.39,4.81,0.07152288732394368
1.47,5.64,4.66,1.66,0.09202122038878585
6.65,15.24,0.95,3.97,0.17422241784037595
9.25,4.11,4.82,2.12,0.33676671829943067
4.65,7.25,2.9,0.27,0.07339549297306237
9.82,15.66,4.06,2.36,0.6415309756163854
5.44,9.56,2.94,2.84,0.38360829512128786
2.83,4.58,4.5,5.07,0.1494644022214593
8.3,14.94,7.44,2.73,0.6384119432769827
9.83,7.48,2.0,3.86,0.3667840375586848
3.84,15.7,2.51,3.75,0.3092666692977845
2.83,1.37,7.31,5.31,0.04258733865684292
9.71,17.94,5.49,3.4,0.7720116939315923
1.35,4.81,2.39,5.35,0.08091603215608986
1.81,23.08,4.23,4.32,0.1231872341563215
1.19,6.8,7.67,1.67,0.06604469050613555
3.04,5.02,1.12,1.48,0.1692059461326213
6.46,11.44,4.47,0.82,0.22290483051077623
8.04,19.62,0.27,2.36,0.04951584507042261
0.78,19.82,5.92,5.42,0.027936877528128196
2.44,11.46,1.56,2.29,0.1809360243726377
5.27,1.43,5.75,3.31,0.11906733174539978
8.31,6.87,7.24,5.99,0.4024167754175893
9.2,19.47,6.52,3.49,0.7837188885765833
1.98,16.96,5.73,5.91,0.13877024104008942
5.46,6.86,5.5,5.88,0.3094763734503501
1.85,8.22,4.38,1.1,0.12685382401132564
4.35,19.08,7.63,5.91,0.35601568994908817
4.28,23.76,0.38,4.5,0.06968896713615012
6.46,6.31,4.11,0.86,0.2337782368771549
8.73,9.01,5.05,1.04,0.2827085655258632
2.14,24.8,6.05,5.78,0.15343660046010585
3.03,4.2,4.07,3.02,0.14406845526390094
1.83,18.36,2.96,1.2,0.12502052908382355
3.39,14.14,5.84,2.94,0.2680175334289873
5.3,3.56,7.33,5.58,0.19665492791996056
6.87,0.54,4.34,3.81,0.1357644482669059
9.95,24.9,6.88,0.48,0.1304808763965596
9.54,15.36,6.43,2.5,0.6795878978987174
3.26,11.63,1.26,2.21,0.23107394366197187
8.59,1.04,1.29,0.84,0.20615262438244203
4.09,24.92,1.47,0.96,0.2609617527931115
9.16,22.06,0.35,4.54,0.06418720657276986
6.59,19.22,4.01,5.95,0.561344721829322
0.53,5.94,3.23,2.75,0.004700406200074781
9.22,14.04,0.46,2.51,0.08436032863849782
4.22,24.14,4.83,3.85,0.3440992729203243
7.16,19.27,5.12,1.5,0.4077527387392283
8.75,18.33,5.96,5.98,0.736890109996618
8.05,20.75,7.62,0.99,0.26911680756787787
5.03,14.56,2.7,5.05,0.41834771748415955
7.65,18.05,7.98,1.63,0.44309130942996217
7.38,13.83,2.57,1.05,0.2854269171174536
8.97,14.93,6.62,3.32,0.6689424704884306
2.28,8.5,3.11,5.84,0.16626966495262097
4.82,24.1,3.23,0.26,0.07067714138146357
2.32,23.64,0.21,3.32,0.038512323943662094
0.85,7.23,0.8,5.17,0.03444308949998307
5.95,22.56,5.54,5.83,0.502679284149256
5.15,16.0,4.65,2.96,0.4293474870491722
8.47,16.15,6.43,4.74,0.673992632884311
1.99,16.29,1.68,3.54,0.13968688850384048
6.81,24.93,0.34,0.64,0.06235328638497681
0.86,10.02,6.59,5.08,0.03537254835310511
7.4,22.43,2.65,0.62,0.16853779867888666
0.68,21.32,5.87,4.22,0.018642288996906852
3.46,9.56,7.67,0.48,0.13048087639655515
7.76,7.81,0.41,4.48,0.07519072769953068
3.38,18.08,5.69,3.26,0.2671008859652362
7.8,14.57,2.36,4.43,0.43280516431924887
5.93,0.42,7.22,3.32,0.10281325645829503
8.7,22.08,3.62,3.1,0.6638791079812201
4.22,11.29,7.17,4.75,0.3440992729203265
1.35,15.3,7.97,3.61,0.08091603215608963
7.88,19.25,2.87,2.29,0.5263350938967136
7.27,12.55,4.61,4.31,0.5362609311785294
7.8,6.86,1.26,1.82,0.23107394366197448
5.12,8.62,4.59,0.42,0.11417076684698463
5.15,9.26,4.32,2.59,0.3634076455377733
2.91,22.61,1.56,4.12,0.22401845516893715
9.25,13.51,7.02,0.84,0.2283415336939706
4.99,11.48,0.16,2.72,0.029342723004694878
3.75,16.78,7.51,0.61,0.165819447087285
3.34,11.16,3.7,4.67,0.263434296110232
4.49,0.78,5.71,5.32,0.07191113035879113
5.19,14.57,1.39,1.4,0.25491490610328654
2.43,10.83,7.43,3.18,0.18001937690888642
2.0,6.73,3.13,3.78,0.14060353596759137
4.46,9.87,4.56,1.53,0.3457320771521984
3.43,19.35,5.76,3.7,0.2716841232839916
8.54,7.12,7.09,2.46,0.4180151645589436
4.07,10.19,0.87,5.86,0.1595510563380281
1.47,8.59,2.62,0.54,0.09202122038878584
1.61,1.22,2.41,5.21,2.769007715012604e-05
3.46,3.18,5.2,5.98,0.1248954352776527
2.4,7.06,7.78,1.15,0.17726943451763347
5.16,6.07,7.47,5.89,0.2740550314418577
8.17,7.94,3.29,1.53,0.4159077935140121
8.92,22.87,3.41,3.97,0.6253667840375589
1.74,10.93,5.09,2.37,0.11677070191006396
3.64,0.12,6.45,5.35,0.022262822028674436
9.7,18.01,4.44,1.69,0.45940141897953307
9.99,14.78,5.48,4.13,0.7123279565257516
8.47,0.34,1.84,4.03,0.17729956399204572
8.96,17.16,3.37,2.23,0.6061924049256603
7.41,18.56,4.9,1.82,0.49473998967026406
9.26,13.84,6.34,1.36,0.3696958164569051
3.51,21.88,0.5,3.12,0.09169600938967142
4.87,18.81,2.33,1.39,0.377850871231685
9.27,14.34,0.93,1.24,0.17055457746478883
9.99,4.97,4.92,2.58,0.3902639473534103
8.87,18.9,4.82,0.16,0.043493625465519416
8.81,11.17,7.46,3.02,0.5584006668311355
6.97,1.83,5.99,2.09,0.1852466161341216
3.58,3.05,1.26,1.2,0.12457046883720777
3.35,22.31,3.01,4.37,0.2643509435739826
0.92,14.82,3.91,5.87,0.04094930147183802
8.48,11.43,6.22,1.24,0.337075597357761
5.67,1.96,2.85,1.43,0.15032942884785452
7.22,12.3,6.03,3.14,0.5282265819123586
0.96,18.41,6.68,5.43,0.04466713688432659
5.76,18.86,6.04,1.02,0.2772718623426733
1.73,1.87,2.63,2.89,0.026105637382406042
9.98,10.83,5.84,4.19,0.5853728813880614
2.12,1.56,4.41,4.23,0.027800837458693356
9.98,9.03,7.18,2.35,0.5268789221079816
6.93,15.0,0.52,0.56,0.09536384976525789
6.1,7.29,6.4,4.81,0.3442477825779534
7.78,13.17,2.35,4.88,0.4309712441314551
1.94,7.32,1.55,4.08,0.1351036511850851
6.89,16.35,3.38,0.69,0.18756625982004277
9.12,12.74,3.32,3.57,0.6088615023474173
2.01,3.4,3.3,1.44,0.08473050241974188
2.52,22.32,4.29,2.95,0.1882692040826461
6.93,23.79,0.99,5.02,0.18155809859154934
5.88,3.74,2.45,2.95,0.22080067519484123
6.94,6.14,4.33,4.14,0.334173822924162
4.54,21.59,6.97,2.88,0.3734319917603578
9.73,1.98,0.13,2.35,0.023840962441314676
6.05,15.77,3.86,0.84,0.228341533693968
1.79,21.32,6.96,4.08,0.12135393922881868
6.68,14.98,1.7,2.63,0.31176643192488324
6.99,13.48,0.25,5.73,0.045848004694835694
8.46,6.59,4.97,5.55,0.3981922116918057
1.05,12.63,3.7,2.52,0.05303226656242563
8.37,9.58,0.6,0.49,0.1100352112676057
0.52,10.29,5.78,1.3,0.0037709473469527497
6.5,17.21,2.12,3.64,0.3887910798122065
6.88,11.72,2.76,3.75,0.4993029245541448
9.78,10.73,3.19,2.84,0.5756238881747148
0.85,13.87,2.7,0.82,0.03444308949998326
4.72,0.18,3.27,0.72,0.05731845970069228
5.44,7.02,4.0,2.68,0.3140259036165785
2.76,17.54,1.1,0.41,0.11145241525538688
7.7,16.68,4.04,2.86,0.6508077964305048
5.02,10.98,3.2,3.05,0.3969223596195138
5.33,17.33,5.72,2.33,0.445847141396691
4.19,9.41,4.34,2.77,0.32277679353456784
8.91,17.44,7.2,4.28,0.7238055983345688
9.71,15.93,7.71,1.03,0.279990213934269
0.62,14.52,7.87,2.56,0.013065535878173981
2.2,13.09,5.23,1.96,0.15893648524261256
7.18,24.38,7.19,1.82,0.49473998967026706
3.33,9.35,3.22,0.69,0.18756625982004552
7.64,9.2,7.05,5.57,0.4563612045314407
3.96,13.01,2.66,3.77,0.3202664388627969
1.02,15.57,2.28,0.2,0.050243890003059406
5.57,14.5,3.47,0.53,0.14407263435452705
8.94,15.32,1.01,3.11,0.18522593896713616
5.02,1.6,4.89,4.87,0.11757206757929464
7.52,5.15,6.91,2.12,0.32085019886592137
9.47,1.89,3.94,3.62,0.26355415431458457
2.55,19.31,5.05,0.21,0.05708538342349292
6.12,12.34,1.65,5.97,0.30259683098591594
8.98,7.38,4.37,1.97,0.4407628153900857
7.78,23.27,2.93,4.85,0.5373386150234746
5.03,9.97,7.51,3.11,0.3741966288380597
4.73,16.84,2.16,2.02,0.3908482935716279
9.33,17.0,6.63,1.7,0.4621197705711343
5.48,24.29,2.62,1.05,0.2854269171174622
5.16,9.76,1.36,5.34,0.24941314553990637
9.91,14.26,6.22,5.17,0.6945616053775444
7.04,1.2,1.35,0.52,0.14135428276293227
0.74,13.29,2.26,4.8,0.024219042115639588
7.36,23.35,1.75,5.97,0.32093603286384953
7.76,18.19,2.95,3.32,0.5410064553990612
6.57,15.55,5.67,0.59,0.16038274390409243
3.62,10.91,2.16,1.12,0.2891004250952608
1.48,9.22,4.0,0.47,0.092937867852537
9.47,19.15,5.87,1.12,0.3044553782586261
6.08,13.29,7.86,4.51,0.49861426604561543
5.8,21.29,1.33,0.19,0.051648680240309636
6.93,2.55,1.01,4.49,0.18522593896713613
2.78,15.75,7.35,1.97,0.21210203814017273
2.25,2.75,1.13,0.47,0.07160093904469075
0.97,10.86,2.63,4.27,0.04559659573744863
8.72,19.64,4.29,0.7,0.19028461141163994
7.13,9.13,0.78,5.07,0.14304577464788734
3.45,5.53,6.98,5.42,0.1997364733440696
3.46,8.93,4.68,4.43,0.27443406567524464
0.73,14.87,7.63,1.65,0.02328958326251746
9.1,23.76,2.23,4.55,0.40896420187793464
2.46,18.47,6.4,1.56,0.1827693193001398
7.19,20.32,2.93,1.09,0.2963003234838394
1.01,14.43,7.83,4.96,0.04931443114993676
4.41,13.46,2.31,1.06,0.28814526870905544
4.87,11.64,4.22,5.72,0.4036813580641423
6.08,15.18,1.11,5.98,0.20356514084507044
7.75,21.94,3.37,3.06,0.6180311032863851
5.27,4.93,5.55,5.43,0.24058348807603322
1.72,2.25,5.93,1.71,0.03812939567886707
6.28,17.42,2.64,4.91,0.4841549295774649
5.54,21.74,6.13,5.22,0.465096738135463
8.91,11.74,6.81,2.03,0.5518253730937484
3.46,22.4,3.46,4.76,0.2744340656752452
2.44,23.73,4.64,4.58,0.18093602437263778
0.99,12.37,7.22,5.27,0.04745551344369292
0.56,7.66,3.6,1.12,0.007488782759441259
7.33,4.69,2.84,4.01,0.2991635935296042
4.87,18.49,7.69,0.79,0.2147497757359943
7.12,5.84,3.37,0.29,0.07883219615625373
1.45,8.06,2.8,5.41,0.090187925461284
7.44,24.31,4.83,1.53,0.41590779351401225
3.34,8.06,2.68,4.07,0.25276317850079555
5.35,9.7,1.28,0.23,0.06252208660668636
2.27,2.78,6.31,0.76,0.07322577124691518
7.27,9.7,0.68,4.9,0.12470657276995305
5.84,5.97,7.17,0.37,0.10057900888901095
2.1,18.83,5.7,1.81,0.14977001060510248
0.71,21.47,2.58,1.25,0.02143066555627322
5.21,22.76,0.44,4.62,0.08069248826291081
5.77,10.69,5.98,5.8,0.42469825279684625
2.37,3.68,7.31,4.05,0.10572241529140432
4.44,14.37,5.99,4.66,0.3642655171228473
9.21,10.73,2.42,3.87,0.44380868544600965
4.22,14.91,3.42,1.0,0.27183515915948414
4.75,17.3,6.41,3.01,0.3926815884991297
1.74,10.43,6.31,2.54,0.11677070191006418
7.0,12.73,2.01,4.8,0.3686179577464793
0.93,13.17,1.75,0.5,0.041878760324960254
5.08,12.54,5.68,4.49,0.4229309548029146
7.31,10.3,5.09,3.5,0.48138362044569705
4.27,14.97,7.58,1.24,0.33707559735776815
9.07,1.43,2.54,1.8,0.23481185423278814
6.3,3.37,7.07,4.99,0.2202745637289898
6.56,11.51,7.47,5.0,0.47979093347915924
5.04,17.58,4.58,3.57,0.4192643649479107
3.38,11.61,0.72,2.21,0.1320422535211271
6.99,23.84,7.71,3.38,0.5980106203793648
6.11,4.72,5.59,0.52,0.1413542827629287
2.92,16.74,2.55,0.39,0.10601571207219368
8.34,7.83,0.6,0.54,0.11003521126760564
2.59,4.53,6.22,2.0,0.13729810190411526
8.07,4.43,3.99,4.16,0.31234407025304933
6.55,15.07,7.41,1.45,0.39416098078125167
4.99,22.11,0.72,0.43,0.11688911843857742
2.41,15.86,2.15,1.22,0.17818608198138397
4.64,15.38,2.06,1.87,0.3777875586854457
6.17,23.65,5.43,4.72,0.522845528351778
3.73,6.88,3.69,4.86,0.24358106505374352
4.62,21.18,7.91,0.52,0.14135428276293616
0.55,3.82,3.14,0.87,0.006559323906319113
8.72,0.68,2.59,1.19,0.19715334930866193
9.32,16.77,7.31,5.84,0.7272488908772136
5.02,5.93,1.63,1.42,0.26495597110940056
7.12,1.11,0.51,3.69,0.09352992957746492
6.46,16.67,3.04,4.86,0.549428304800559
5.38,2.73,6.4,5.72,0.16921406146421816
0.69,9.84,3.95,0.96,0.01957174785002902
8.69,7.18,6.29,4.06,0.42483945980828586
6.02,4.88,1.84,0.38,0.1032973604806075
2.48,8.7,6.68,2.26,0.18460261422764196
7.57,11.04,6.3,5.86,0.5138802644901859
2.47,21.57,5.01,4.92,0.18368596676389073
6.55,10.66,1.9,0.51,0.13863593117134027
5.4,24.76,5.93,2.03,0.4522636736429483
8.29,19.25,2.32,0.18,0.04893032864871117
1.27,21.94,6.71,1.84,0.07348036133111269
2.92,19.84,7.51,4.7,0.22493510263268804
6.1,6.14,4.25,1.48,0.3068766419267908
8.1,9.74,6.69,2.35,0.48885784857592945
8.26,8.4,3.58,3.73,0.4505118086034323
0.8,23.71,4.63,3.1,0.029795795234372428
8.41,21.66,4.23,5.57,0.7281745602320139
0.74,2.92,4.81,2.19,0.01394211088800236
4.7,8.27,3.3,4.95,0.32002215950045226
5.98,24.93,6.32,1.71,0.46483812216272835
2.72,8.46,6.76,0.26,0.07067714138146525
2.38,22.63,5.16,1.44,0.17543613959013143
2.27,21.58,7.16,1.61,0.16535301748886982
4.26,20.88,6.19,4.9,0.3477658627753285
5.23,22.8,2.68,1.02,0.2772718623426718
7.12,13.53,6.85,0.58,0.1576643923125033
8.45,7.4,5.27,0.34,0.09242395411421846
6.13,17.96,3.01,1.37,0.3724141680484951
5.42,20.85,2.66,1.59,0.432217903063582
2.86,23.73,2.94,0.12,0.032620219099139765
7.84,17.51,1.12,5.91,0.20539906103286404
6.12,12.57,3.12,5.4,0.4839228845303324
2.52,7.22,1.07,4.58,0.18826920408264608
6.0,15.27,1.83,3.94,0.3356073943661972
7.68,9.01,6.43,2.16,0.4514867079247669
7.61,0.94,4.45,5.82,0.17270301118512982
9.81,7.12,3.59,0.47,0.12776252480495703
8.75,14.26,3.14,0.77,0.20931307255280532
9.47,13.3,2.34,2.17,0.4291373239436619
2.78,15.09,7.45,5.15,0.21210203814017323
4.66,20.68,3.44,1.59,0.3844317613253705
9.84,7.67,2.66,5.94,0.478133956041249
1.43,19.04,7.49,3.12,0.08835170298106676
7.92,11.02,3.51,3.39,0.5246041570248678
5.86,21.42,2.54,4.95,0.46581572769953117
5.7,7.58,2.43,2.23,0.3406731517330595
6.26,5.85,7.37,3.49,0.3026520782010074
9.21,1.26,2.81,0.23,0.06252208660667426
2.8,21.56,0.39,2.67,0.07152288732394366
1.26,10.48,6.73,3.78,0.0725509024779905
7.39,8.79,7.56,4.28,0.4349134194620777
4.28,10.72,7.36,3.5,0.3495991577028305
7.09,10.48,1.87,4.37,0.3429430751173711
6.12,12.58,5.03,1.33,0.36154076168211263
7.96,23.71,7.14,2.0,0.5436703183189646
4.12,20.23,4.8,3.33,0.33493279828281386
9.27,13.45,4.17,0.35,0.09514230570581957
4.74,21.15,4.91,3.7,0.3917649410353792
3.04,20.86,1.41,0.41,0.11145241525538917
2.0,6.77,2.33,4.06,0.14060353596759204
2.26,16.95,0.82,0.97,0.1503814553990611
5.14,23.06,6.89,5.82,0.4284308395854209
6.54,16.93,5.04,3.77,0.5567614845105677
1.56,13.64,3.15,2.71,0.10027104756254533
5.28,3.3,2.94,0.47,0.12776252480496456
9.8,3.05,2.14,5.36,0.31536228866240823
4.88,3.48,3.14,0.78,0.18078966303417365
2.08,1.4,3.56,4.86,0.02082293801686984
5.9,15.2,1.68,2.13,0.30809859154929586
8.47,2.29,6.88,2.95,0.24749390956753128
8.39,8.02,2.78,4.53,0.44238764759231036
7.87,5.82,7.79,0.6,0.1631010954956919
0.78,14.93,5.81,5.77,0.027936877528128016
4.11,0.73,4.86,1.81,0.05853682309529606
4.39,12.26,0.61,2.97,0.11186913145539881
4.32,17.84,5.2,1.19,0.323483839399789
2.14,6.35,1.51,3.98,0.15343660046010563
9.94,16.34,4.89,2.52,0.6850246010818933
3.19,22.79,7.76,3.03,0.24968458415396622
2.97,19.28,1.15,4.62,0.21090082159624413
8.21,3.21,7.82,5.91,0.2726918797741153
9.37,12.45,2.04,3.53,0.37411971830985913
4.26,5.23,3.45,4.02,0.21751087080444623
0.8,8.4,0.24,4.52,0.029795795234372435
6.44,1.66,7.72,0.23,0.06252208660668306
5.94,19.43,6.32,0.3,0.0815505477478447
9.07,22.97,4.53,2.94,0.7886732928395834
0.54,14.09,3.33,4.66,0.005629865053196926
4.1,17.12,0.9,0.88,0.16505281690140844
6.14,14.42,5.48,2.1,0.5200955859605246
3.68,7.93,5.73,1.05,0.26538858449049224
7.85,16.85,4.03,4.34,0.6615967797307917
8.26,5.7,2.76,1.42,0.3627708696833119
4.58,22.14,2.83,2.31,0.3770985816153639
8.62,12.93,4.33,5.18,0.6069632047208307
4.96,17.07,0.78,1.15,0.14304577464788854
4.1,12.42,7.73,5.83,0.3330995033553117
8.53,7.96,7.72,4.17,0.44498737911586966
3.99,17.57,0.23,0.96,0.04218016431924878
8.31,16.17,2.98,3.05,0.5465082159624414
9.06,15.83,3.25,0.81,0.22018647891918253
3.01,24.46,3.56,2.88,0.23318492980644742
5.04,22.11,4.87,4.19,0.4192643649479106
3.96,0.82,7.45,5.7,0.05720769939209198
9.5,23.6,6.54,4.14,0.8280891337808787
8.46,15.05,1.16,2.41,0.21273474178403842
9.72,8.84,6.96,0.65,0.17669285345367436
3.41,8.84,0.51,0.8,0.09352992957746464
2.01,20.96,0.6,1.86,0.11003521126760567
3.81,5.29,5.79,4.89,0.20483717962709574
1.47,12.22,2.06,1.09,0.09202122038878593
7.37,13.5,1.81,1.93,0.33193955399061054
9.67,21.23,7.05,2.81,0.7638567972381566
6.28,9.48,0.71,2.47,0.13020833333333182
5.98,7.25,6.8,0.99,0.26911680756788975
3.73,3.21,3.3,0.33,0.08970560252263074
2.8,10.08,3.88,3.31,0.21393533306767537
2.82,13.12,4.12,1.97,0.21576862799517746
8.32,13.69,2.72,5.69,0.4988262910798123
8.47,24.57,5.57,2.33,0.6333759208415998
2.88,16.62,7.85,3.8,0.22126851277768395
8.83,8.29,3.31,5.45,0.4654602648638967
7.59,24.54,6.22,2.75,0.6530094682044281
5.36,22.52,4.46,1.61,0.43765460624676966
4.41,12.96,0.86,4.49,0.15771713615023486
1.18,10.18,6.46,2.86,0.06511523165301335
8.44,8.61,7.67,1.34,0.36425911327371296
0.48,21.82,6.04,1.47,5.311193446413132e-05
9.85,12.61,7.61,3.08,0.6389923440614687
4.77,11.28,2.75,3.25,0.3923313028959877
4.58,1.01,2.16,1.36,0.08293178106452877
8.69,15.01,6.13,5.75,0.65792393435197
6.48,24.57,2.56,1.2,0.32620219099139247
4.09,11.82,7.17,3.4,0.33218285589156077
2.99,18.59,4.1,1.06,0.23135163487894547
5.81,22.79,6.76,3.56,0.4898462196567413
3.83,2.27,3.81,4.54,0.10544381378755387
3.67,5.96,7.46,4.95,0.21970757009140804
6.42,3.51,1.24,0.71,0.19300296300324132
6.2,2.98,6.76,5.96,0.20318978612738275
3.73,11.4,5.72,5.63,0.29918354719652357
8.95,1.53,1.44,4.55,0.2347564740784886
6.92,3.42,4.07,4.71,0.24095905136010917
2.27,21.8,0.52,4.71,0.09536384976525818
6.2,7.95,5.8,4.72,0.3689452320517652
9.35,9.26,5.52,3.66,0.5138802644901856
5.3,22.27,0.13,1.76,0.02384096244131443
5.43,4.54,7.27,3.92,0.23310925994580117
4.83,20.39,3.66,3.4,0.4000147682091384
4.84,7.61,3.8,1.34,0.31129915172575257
9.26,1.44,6.94,3.12,0.2409590513601087
6.23,7.63,7.74,1.76,0.3595212052788633
5.93,24.84,7.06,3.26,0.5008459892217538
9.9,17.56,1.75,2.49,0.3209360328638514
3.41,8.67,6.11,3.55,0.2698508283564886
0.48,21.95,2.44,5.98,5.3111934464137655e-05
9.55,23.52,6.51,1.4,0.38056922282328653
5.37,5.69,2.15,3.7,0.2685306019542936
0.5,24.24,7.36,2.35,0.0019120296407084732
5.2,11.71,7.07,4.16,0.42194361876273073
2.85,11.23,3.49,5.76,0.21851857038643074
1.84,2.33,7.06,5.39,0.04462872448776486
8.73,12.82,5.31,3.42,0.6094203979809835
0.79,14.94,0.21,2.02,0.02886633638125033
9.33,7.67,7.52,1.58,0.42949955147198415
3.21,15.75,6.12,3.06,0.2515178790814687
8.83,1.1,7.39,1.26,0.21562263076777363
8.85,10.08,6.68,4.06,0.5242791905844225
1.84,22.96,2.04,1.54,0.1259371765475743
8.16,2.74,1.85,3.07,0.254250288392154
8.32,3.77,4.43,4.3,0.2962007552745444
8.62,23.4,6.3,3.95,0.7474241569707866
4.39,2.89,5.71,5.96,0.14481910349498633
7.39,0.52,4.02,3.73,0.15088323039085694
6.93,18.02,4.51,1.42,0.38600592600647293
9.43,17.45,1.97,2.0,0.3612822769953056
9.23,22.2,3.3,0.33,0.08970560252262962
0.58,7.17,5.07,3.55,0.009347700465685537
6.37,17.96,0.25,0.72,0.045848004694835576
3.66,3.96,0.7,3.88,0.12837441314553993
8.17,18.84,6.55,4.03,0.7061750211019878
7.38,6.87,7.94,1.18,0.3207654878081945
2.22,7.29,7.81,5.93,0.16076978017011476
7.97,15.76,4.21,5.83,0.6420847886558049
6.99,23.62,2.6,2.07,0.4768192488262922
8.56,3.83,7.57,3.09,0.3056707616598753
9.27,8.49,5.76,2.95,0.4862581170523701
6.31,12.66,7.74,4.18,0.4947118678306185
2.59,22.75,2.42,2.29,0.19468573632890343
1.11,22.51,2.36,1.63,0.05860901968115851
9.21,20.16,1.21,4.64,0.22190434272300488
9.14,2.05,6.62,3.33,0.25926219235632086
6.73,12.37,5.61,0.3,0.08155054774785105
7.65,0.93,3.7,0.99,0.17356140357678265
8.25,7.91,3.69,2.63,0.43426348658118796
7.75,12.08,6.33,0.53,0.14407263435452217
2.0,13.83,7.58,0.54,0.1406035359675912
0.53,4.0,5.17,2.45,0.004700406200074781
8.27,1.89,1.65,1.87,0.22700325247646194
6.3,17.16,1.08,5.67,0.19806338028169032
3.48,17.86,4.24,1.41,0.27626736060274504
8.48,20.47,3.23,3.57,0.5923562206572771
2.65,17.28,2.54,5.08,0.20018562111140964
5.13,5.17,6.13,1.52,0.2438331524804823
7.1,14.5,7.89,6.0,0.5732189378029142
8.71,19.02,3.15,4.54,0.5776848591549307
9.57,0.68,4.35,1.39,0.223043571443999
5.62,11.71,4.65,3.35,0.4412260570015401
9.61,13.85,6.79,1.99,0.5409519667273757
4.44,11.81,2.3,2.34,0.3642655171228476
6.03,14.55,5.13,2.18,0.5100124638592641
3.23,15.33,1.15,1.59,0.2109008215962444
2.53,16.41,0.58,2.68,0.10636737089201881
9.14,19.8,2.51,5.56,0.46031396713615036
3.36,1.91,7.95,5.23,0.07816908779471225
4.71,16.69,5.4,1.25,0.3397939489493568
2.08,11.79,7.3,0.16,0.04349362546551754
7.85,1.53,3.88,3.86,0.20125148072687568
6.9,1.56,3.41,3.54,0.17339526311388206
0.75,3.46,5.34,3.18,0.02514850096876178
1.7,13.43,7.31,0.19,0.05164868024030245
6.46,1.93,0.15,0.99,0.027508802816899998
4.29,20.08,2.33,3.79,0.3505158051665816
4.17,5.93,4.16,4.81,0.2373338236715848
8.34,21.18,2.77,4.78,0.5079958920187794
2.2,18.49,7.59,0.18,0.048930328648707756
4.46,16.23,5.64,1.14,0.3098920814418133
9.72,15.42,1.4,0.22,0.05980373501508693
7.85,2.08,1.21,3.49,0.2210498858891919
6.07,17.2,3.21,4.67,0.5136790537142697
9.75,6.85,5.65,5.58,0.4485620099607629
6.89,17.06,1.87,3.26,0.34294307511737077
5.67,17.53,7.97,0.3,0.081550547747844
6.26,8.18,3.71,1.37,0.3724141680484968
8.67,14.7,7.56,3.49,0.649889585085799
1.33,4.35,7.91,4.38,0.07517470880119352
0.59,17.62,3.36,1.91,0.010277159318807608
1.63,21.01,0.6,1.81,0.10668757980880261
3.13,4.11,4.11,0.17,0.04621197705711289
3.08,23.35,2.55,2.23,0.23960146205270472
4.78,14.09,6.49,1.22,0.331638894174574
8.73,18.96,5.81,0.61,0.16581944708728572
2.21,2.35,5.63,4.36,0.05730241566511476
7.09,20.27,4.92,0.75,0.20387636936962245
6.86,24.61,7.25,5.24,0.5860942033506008
3.09,18.79,6.82,4.1,0.24051810951645594
2.58,23.85,3.66,0.87,0.19376908886515243
1.19,16.22,3.56,0.66,0.06604469050613555
7.43,20.0,5.83,1.29,0.35066735531573323
6.93,0.37,2.51,2.45,0.13147248630864122
8.37,9.82,0.19,2.18,0.03484448356807524
5.04,23.73,7.53,1.17,0.3180471362166002
1.93,4.17,6.33,0.14,0.038056922282326405
1.36,13.5,2.06,0.64,0.0818454910092118
3.66,6.93,4.14,5.88,0.24151508952815667
1.33,9.38,7.46,5.27,0.0790571144498454
4.0,17.5,0.79,4.3,0.1448796948356809
9.73,13.48,4.04,1.21,0.3289205425829764
6.37,14.8,5.25,0.25,0.06795878978986644
5.53,14.91,1.74,1.33,0.31910211267605615
2.83,17.82,4.89,5.09,0.21668527545892857
3.03,22.81,5.98,2.43,0.2350182247339496
1.04,6.5,7.66,1.93,0.05210280770930352
3.37,4.82,6.47,1.73,0.17526523354661058
3.37,10.42,3.53,2.53,0.26618423850148504
5.09,20.38,6.57,4.81,0.4238476022666656
1.1,20.01,1.05,0.84,0.05767956082803636
9.48,20.5,4.46,5.26,0.8179284037558693
9.89,15.3,4.94,4.55,0.7196736472833952
2.4,4.26,6.1,2.13,0.12237716755265571
1.44,7.94,2.93,5.79,0.08927127799753273
7.01,13.32,7.75,5.43,0.5419997520829373
5.17,22.65,3.29,1.46,0.39687933237285145
2.4,16.59,4.06,3.99,0.1772694345176334
6.89,0.66,0.53,3.24,0.09719776995305211
1.99,15.85,4.46,3.56,0.13968688850384064
3.09,16.03,6.65,5.99,0.24051810951645594
8.4,13.98,1.63,4.12,0.2989289906103292
9.38,5.38,2.12,0.98,0.26639845597629425
